decision,curator_note,name,theme,origine,departement,best_tier,changement,score,notoriete,bonus_labels,bonus_article,bonus_image,bonus_frwiki,bonus_acces,bonus_visiteurs,sitelinks,labels,collections,alertes,ouvert_au_public,entre_par_remise,horaires,lat,lon,wikidata_id,wikipedia_url,image_url
,,Lac de Saint-Andéol,lacs,wikidata,Lozère,2,monte,67.5,31.1,0.0,23.4,8.0,5.0,0.0,0.0,6,,3,,inconnu,,,44.618611,3.081667,Q3215536,https://fr.wikipedia.org/wiki/Lac_de_Saint-And%C3%A9ol,http://commons.wikimedia.org/wiki/Special:FilePath/Andeol2.jpg
,,Lac des Settons,lacs,wikidata,Nièvre,2,monte,67.4,31.1,0.0,23.3,8.0,5.0,0.0,0.0,6,,2,,inconnu,,,47.181306,4.063889,Q392278,https://fr.wikipedia.org/wiki/Lac_des_Settons,http://commons.wikimedia.org/wiki/Special:FilePath/Lac%20des%20settons%20-%20barrage%2003.jpg
,,Villa Ephrussi de Rothschild,maisons,wikidata,Alpes-Maritimes,2,,104.3,42.2,12.0,27.1,8.0,5.0,10.0,0.0,13,monument-historique-classe,4,,oui,,"10:00-18:00; Jul,Aug: 10:00-19:00; Nov-Jan: Mo-Fr 10:00-16:00, Sa,Su 10:00-18:00",43.696667,7.328472,Q2452513,https://fr.wikipedia.org/wiki/Villa_Ephrussi_de_Rothschild,http://commons.wikimedia.org/wiki/Special:FilePath/Villa%20Ephrussi%20de%20Rothschild%20BW%202011-06-10%2011-24-41.JPG
,,Hôtel de Soubise,maisons,wikidata,Paris,2,,103.7,46.2,15.0,29.5,8.0,5.0,0.0,0.0,17,monument-historique-classe|monument-historique-inscrit,4,,inconnu,,,48.860556,2.358333,Q917337,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_Soubise,http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%B4tel%20de%20Soubise%2C%20Paris%209%20June%202017.jpg
,,Palais de la Cité,maisons,wikidata,Paris,2,,103.3,45.3,0.0,35.0,8.0,5.0,10.0,0.0,16,,4,,oui,,,48.856389,2.345556,Q2047247,https://fr.wikipedia.org/wiki/Palais_de_la_Cit%C3%A9,http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20de%20la%20Cite.jpg
,,Palais idéal,maisons,wikidata,Drôme,2,,103.0,38.4,15.0,26.6,8.0,5.0,10.0,0.0,10,monument-historique-classe|monument-historique-inscrit,3,,oui,,,45.256267,5.028506,Q3361199,https://fr.wikipedia.org/wiki/Palais_id%C3%A9al,http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20ideal%20-%20Hauterives.JPEG
,,Grand Trianon,maisons,wikidata,Yvelines,2,,102.5,54.4,0.0,35.1,8.0,5.0,0.0,0.0,29,,3,,inconnu,,,48.814722,2.104722,Q8049,https://fr.wikipedia.org/wiki/Grand_Trianon,http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Trianon%20dans%20le%20domaine%20de%20Versailles%20en%202013%2001.jpg
,,Musée-atelier de Paul Cézanne,maisons,wikidata,Bouches-du-Rhône,2,,102.0,28.7,6.0,19.3,8.0,5.0,10.0,25.0,5,monument-historique-inscrit,4,,oui,,"Mo-Su 10:00-12:30, 14:00-17:00",43.538889,5.446111,Q754053,https://fr.wikipedia.org/wiki/Atelier_de_C%C3%A9zanne,http://commons.wikimedia.org/wiki/Special:FilePath/Aix-Atelier%20C%C3%A9zanne-bjs180816-05.jpg
,,Hôtel de Crillon,maisons,wikidata,Paris,2,,101.0,49.5,12.0,26.5,8.0,5.0,0.0,0.0,21,monument-historique-classe,4,,inconnu,,,48.867337,2.321149,Q692768,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_Crillon,http://commons.wikimedia.org/wiki/Special:FilePath/DSC%207353-Hotel-Crillon-Pari.jpg
,,Palais Rohan,maisons,wikidata,Gironde,2,,100.1,35.2,15.0,26.9,8.0,5.0,10.0,0.0,8,monument-historique-classe|monument-historique-inscrit,3,,oui,,Mo-Fr 09:00-17:00; Th 11:00-19:00,44.837778,-0.579722,Q1822513,https://fr.wikipedia.org/wiki/Palais_Rohan_(Bordeaux),http://commons.wikimedia.org/wiki/Special:FilePath/Hotel%20de%20Ville%20-%20Bordeaux.jpg
,,Palais des ducs de Bourgogne,maisons,wikidata,Côte-d'Or,2,,99.7,47.1,12.0,27.6,8.0,5.0,0.0,0.0,18,monument-historique-classe,3,,inconnu,,,47.321944,5.041389,Q2111621,https://fr.wikipedia.org/wiki/Palais_des_ducs_et_des_%C3%A9tats_de_Bourgogne,http://commons.wikimedia.org/wiki/Special:FilePath/Dijon%20Palais%20des%20Ducs%20de%20Bourgogne%2070.jpg
,,Hôtel Lambert,maisons,wikidata,Paris,2,,99.5,46.2,12.0,28.3,8.0,5.0,0.0,0.0,17,monument-historique-classe,4,,inconnu,,,48.850900,2.359600,Q1643082,https://fr.wikipedia.org/wiki/H%C3%B4tel_Lambert,http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%B4tel%20Lambert.jpg
,,Hôtel de Sully,maisons,wikidata,Paris,2,,97.6,46.2,12.0,25.8,8.0,5.0,0.0,0.6,17,monument-historique-classe,3,,inconnu,,,48.854583,2.363778,Q1643144,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_Sully,http://commons.wikimedia.org/wiki/Special:FilePath/Sully%20Garten.JPG
,,Palais Lascaris,maisons,wikidata,Alpes-Maritimes,2,,96.3,35.2,12.0,26.1,8.0,5.0,10.0,0.0,8,monument-historique-classe,4,,oui,,We-Mo 10:00-18:00,43.697700,7.277250,Q3360882,https://fr.wikipedia.org/wiki/Palais_Lascaris,http://commons.wikimedia.org/wiki/Special:FilePath/Lascaris2.JPG
,,Hôtel-Dieu de Carpentras,maisons,wikidata,Vaucluse,2,,95.6,36.8,12.0,33.8,8.0,5.0,0.0,0.0,9,monument-historique-classe,4,,inconnu,,,44.051547,5.048175,Q9026818,https://fr.wikipedia.org/wiki/H%C3%B4tel-Dieu_de_Carpentras,http://commons.wikimedia.org/wiki/Special:FilePath/Carpentras%20-%20Hotel%20Dieu%2014.jpg
,,Maison d'Auguste Comte,maisons,wikidata,Paris,2,,94.3,31.1,12.0,25.8,8.0,5.0,10.0,2.4,6,monument-historique-classe,3,,oui,,Tu-We 14:00-17:00; Sa[2] 14:00-17:00,48.851028,2.339333,Q6737052,https://fr.wikipedia.org/wiki/Maison_d%27Auguste_Comte,http://commons.wikimedia.org/wiki/Special:FilePath/MH%2075006%20PA00088596%20Immeuble%2010%20rue%20Monsieur%20le%20Prince.jpg
,,Palais Jacques-Cœur,maisons,wikidata,Cher,2,,93.0,38.4,12.0,29.6,8.0,5.0,0.0,0.0,10,monument-historique-classe,3,,inconnu,,,47.084700,2.394050,Q3360877,https://fr.wikipedia.org/wiki/Palais_Jacques-C%C5%93ur,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Coeur%20Palace%20main%20tower.JPG
,,Palais Rohan,maisons,wikidata,Bas-Rhin,2,,92.5,43.3,12.0,24.2,8.0,5.0,0.0,0.0,14,monument-historique-classe,3,,inconnu,,,48.581000,7.752000,Q1561438,https://fr.wikipedia.org/wiki/Palais_Rohan_(Strasbourg),http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20Rohan%20Jan%202020%20%28cropped%29.jpg
,,Hôtel de Beauvais,maisons,wikidata,Paris,2,,91.6,42.2,12.0,24.4,8.0,5.0,0.0,0.0,13,monument-historique-classe,3,,inconnu,,,48.855194,2.358333,Q1643105,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_Beauvais,http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%B4tel%20de%20Beauvais%20cour%20int%C3%A9rieure.jpg
,,Palais du Pharo,maisons,wikidata,Bouches-du-Rhône,2,,88.7,38.4,6.0,21.3,8.0,5.0,10.0,0.0,10,monument-historique-inscrit,3,,oui,,,43.294170,5.358060,Q1906882,https://fr.wikipedia.org/wiki/Palais_du_Pharo,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20palais%20du%20Pharo.jpg
,,Palais des ducs d'Aquitaine,maisons,wikidata,Vienne,2,,88.5,35.2,15.0,25.3,8.0,5.0,0.0,0.0,8,monument-historique-classe|monument-historique-inscrit,2,,inconnu,,,46.582778,0.342500,Q3361032,https://fr.wikipedia.org/wiki/Palais_des_ducs_d%27Aquitaine,http://commons.wikimedia.org/wiki/Special:FilePath/Poitiers%20Palais%20de%20justice.JPG
,,Hôtel d'Assézat,maisons,wikidata,Haute-Garonne,2,,87.6,36.8,12.0,25.8,8.0,5.0,0.0,0.0,9,monument-historique-classe,2,,inconnu,,,43.600300,1.442030,Q3145715,https://fr.wikipedia.org/wiki/H%C3%B4tel_d%27Ass%C3%A9zat,http://commons.wikimedia.org/wiki/Special:FilePath/Bachelier%20-%20H%C3%B4tel%20d%27Ass%C3%A9zat%20-%20Toulouse.jpg
,,Hôtel Biron,maisons,wikidata,Paris,2,,87.2,36.8,12.0,25.4,8.0,5.0,0.0,0.0,9,monument-historique-classe,3,,inconnu,,,48.855278,2.315833,Q3097795,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_Biron,http://commons.wikimedia.org/wiki/Special:FilePath/L%27h%C3%B4tel%20Biron%20%28mus%C3%A9e%20Rodin%29%20%C3%A0%20Paris%2C%2013%20juin%202021%2001.jpg
,,Maison de La Boétie,maisons,wikidata,Dordogne,2,,86.6,39.8,15.0,18.8,8.0,5.0,0.0,0.0,11,monument-historique-classe|monument-historique-inscrit,2,,inconnu,,,44.888944,1.216639,Q22988051,https://fr.wikipedia.org/wiki/Maison_de_La_Bo%C3%A9tie,http://commons.wikimedia.org/wiki/Special:FilePath/Sarlat%20-%20Maison%20de%20la%20Bo%C3%A9tie%20-%20PA00082964%20-%20002.jpg
,,Maison La Roche,maisons,wikidata,Paris,2,,86.3,41.0,12.0,20.3,8.0,5.0,0.0,0.0,12,monument-historique-classe,3,,inconnu,,,48.851900,2.265300,Q3278824,https://fr.wikipedia.org/wiki/Maison_La_Roche,
,,Hôtel de Soissons,maisons,wikidata,Paris,2,,85.5,36.8,0.0,25.7,8.0,5.0,10.0,0.0,9,,3,disparu ou démoli (1748),oui,,11:00-19:00; Tu off; Fr 11:00-21:00; May 01 off,48.863000,2.343000,Q3145976,https://fr.wikipedia.org/wiki/H%C3%B4tel_de_Soissons,http://commons.wikimedia.org/wiki/Special:FilePath/Soisson.jpg
,,Site corbuséen du Cap Martin,maisons,wikidata,Alpes-Maritimes,2,,85.5,38.4,15.0,19.1,8.0,5.0,0.0,0.0,10,monument-historique-classe|monument-historique-inscrit,3,,inconnu,,,43.759917,7.463333,Q1809766,https://fr.wikipedia.org/wiki/Site_corbus%C3%A9en_du_Cap_Martin,http://commons.wikimedia.org/wiki/Special:FilePath/Cabanon%20Le%20Corbusier.jpg
,,La Graufesenque,megalithes,wikidata,Aveyron,2,descend,101.4,35.2,15.0,28.2,8.0,5.0,10.0,0.0,8,monument-historique-classe|monument-historique-inscrit,3,,oui,,"We-Sa 10:00-12:30,14:00-18:00",44.097172,3.092094,Q677814,https://fr.wikipedia.org/wiki/La_Graufesenque,http://commons.wikimedia.org/wiki/Special:FilePath/LaGraufesenqueGrandFourDePotiers.jpg
,,Filitosa,megalithes,wikidata,Corse-du-Sud,2,,98.2,42.2,12.0,21.0,8.0,5.0,10.0,0.0,13,monument-historique-classe,3,,oui,,,41.747222,8.871389,Q1025950,https://fr.wikipedia.org/wiki/Filitosa,http://commons.wikimedia.org/wiki/Special:FilePath/Filitosa%20IX%20Corsica%201990.jpg
,,Tombe de Vix,megalithes,wikidata,Côte-d'Or,2,,97.3,42.2,15.0,27.1,8.0,5.0,0.0,0.0,13,monument-historique-classe|monument-historique-inscrit,3,,inconnu,,,47.902518,4.543375,Q1483632,https://fr.wikipedia.org/wiki/Tombe_de_Vix,http://commons.wikimedia.org/wiki/Special:FilePath/Vix01.JPG
,,Temple d'Auguste et de Livie,megalithes,wikidata,Isère,2,,96.5,41.0,12.0,30.5,8.0,5.0,0.0,0.0,12,monument-historique-classe,3,,inconnu,,,45.525500,4.874200,Q3517516,https://fr.wikipedia.org/wiki/Temple_d%27Auguste_et_de_Livie,http://commons.wikimedia.org/wiki/Special:FilePath/Viennaetemplum.jpg
,,Aqueduc du Gier,megalithes,wikidata,Rhône,2,,95.3,35.2,15.0,32.1,8.0,5.0,0.0,0.0,8,monument-historique-classe|monument-historique-inscrit,3,,inconnu,,,45.721417,4.760181,Q3067,https://fr.wikipedia.org/wiki/Aqueduc_du_Gier,http://commons.wikimedia.org/wiki/Special:FilePath/Aqueduc%20du%20Gier%20-%20Chaponost%20-%20Arches%20apr%C3%A8s%20r%C3%A9novation%202009-2010.JPG
,,Thermes de Cluny,megalithes,wikidata,Paris,2,,94.8,38.4,12.0,21.4,8.0,5.0,10.0,0.0,10,monument-historique-classe,1,,oui,,,48.850833,2.343333,Q2669368,https://fr.wikipedia.org/wiki/Thermes_de_Cluny,http://commons.wikimedia.org/wiki/Special:FilePath/CLUNY-Maquette%20thermes%202.JPG
,,Tumulus de Bougon,megalithes,wikidata,Deux-Sèvres,2,,94.5,38.4,12.0,31.1,8.0,5.0,0.0,0.0,10,monument-historique-classe,2,,inconnu,,,46.374000,-0.067500,Q1310277,https://fr.wikipedia.org/wiki/Tumulus_de_Bougon,http://commons.wikimedia.org/wiki/Special:FilePath/Tumulus%20Bougon7.jpg
,,Massalia,megalithes,wikidata,Bouches-du-Rhône,2,,94.0,47.9,0.0,33.1,8.0,5.0,0.0,0.0,19,,5,,inconnu,,,43.296854,5.382499,Q2566850,https://fr.wikipedia.org/wiki/Marseille_antique,http://commons.wikimedia.org/wiki/Special:FilePath/Heavy%20drachm%20Massilia%20reverse%20CdM%20Paris.jpg
,,Village des bories,megalithes,wikidata,Vaucluse,2,,93.2,33.3,12.0,24.9,8.0,5.0,10.0,0.0,7,monument-historique-classe,3,,oui,,,43.907400,5.180060,Q3558989,https://fr.wikipedia.org/wiki/Village_des_bories,http://commons.wikimedia.org/wiki/Special:FilePath/Villages%20des%20Bories%20By%20JM%20Rosier.jpg
,,Thermes gallo-romains d'Entrammes,megalithes,wikidata,Mayenne,2,,92.7,39.8,12.0,17.9,8.0,5.0,10.0,0.0,11,monument-historique-classe,3,,oui,,,47.999345,-0.716957,Q3523856,https://fr.wikipedia.org/wiki/Thermes_gallo-romains_d%27Entrammes,http://commons.wikimedia.org/wiki/Special:FilePath/Mayenne%20Entrammes%20salle%20chaude.JPG
,,Nemausus,megalithes,wikidata,Gard,2,,92.0,38.4,0.0,30.6,8.0,5.0,10.0,0.0,10,,3,,oui,,,43.837778,4.360833,Q2914723,https://fr.wikipedia.org/wiki/Nemausus,http://commons.wikimedia.org/wiki/Special:FilePath/N%C3%AEmes%20La%20porte%20Auguste.png
,,Roc-aux-Sorciers,megalithes,wikidata,Vienne,2,,92.0,28.7,12.0,28.3,8.0,5.0,10.0,0.0,5,monument-historique-classe,3,,oui,oui,,46.704834,0.877432,Q3437324,https://fr.wikipedia.org/wiki/Roc-aux-Sorciers,http://commons.wikimedia.org/wiki/Special:FilePath/F09.Angles-s-l%27A.0182.JPG
,,Cairn de Gavrinis,megalithes,wikidata,Morbihan,2,,91.7,31.1,12.0,25.6,8.0,5.0,10.0,0.0,6,monument-historique-classe,5,,oui,,,47.571934,-2.898572,Q2933238,https://fr.wikipedia.org/wiki/Cairn_de_Gavrinis,http://commons.wikimedia.org/wiki/Special:FilePath/Cairn%20Gavrinis%20exterieur.jpg
,,Odéon antique de Lyon,megalithes,wikidata,Rhône,2,,91.3,36.8,12.0,29.5,8.0,5.0,0.0,0.0,9,monument-historique-classe,2,,inconnu,,,45.758611,4.819722,Q3175,https://fr.wikipedia.org/wiki/Od%C3%A9on_antique_de_Lyon,http://commons.wikimedia.org/wiki/Special:FilePath/Lyon%205%20-%20Od%C3%A9on%20antique%2001.jpg
,,Pech Maho,megalithes,wikidata,Aude,2,,91.3,33.3,15.0,30.0,8.0,5.0,0.0,0.0,7,monument-historique-classe|monument-historique-inscrit,3,,inconnu,,,43.045681,2.956222,Q3373902,https://fr.wikipedia.org/wiki/Pech_Maho,http://commons.wikimedia.org/wiki/Special:FilePath/Vue%20a%C3%A9rienne%20v1.jpg
,,Mariana,megalithes,wikidata,Haute-Corse,2,,91.0,33.3,12.0,22.7,8.0,5.0,10.0,0.0,7,monument-historique-classe,3,,oui,,Tu-Su 10:00-19:00,42.539167,9.495833,Q507251,https://fr.wikipedia.org/wiki/Mariana_(cit%C3%A9_romaine),http://commons.wikimedia.org/wiki/Special:FilePath/Mariana%20et%20sa%20cath%C3%A9drale%20Santa-Maria-Assunta.jpg
,,Terra Amata,megalithes,wikidata,Alpes-Maritimes,2,,89.9,42.2,0.0,24.7,8.0,5.0,10.0,0.0,13,,3,,oui,,Jan 01 off; Oct 16-Jun 22 11:00-18:00; Jun 23-Oct 15 10:00-18:00,43.697800,7.289440,Q1857046,https://fr.wikipedia.org/wiki/Terra_Amata,http://commons.wikimedia.org/wiki/Special:FilePath/NIKAIA-terraamata%20musee.jpg
,,Les Alyscamps,megalithes,wikidata,Bouches-du-Rhône,2,,89.4,45.3,12.0,19.1,8.0,5.0,0.0,0.0,16,monument-historique-classe,4,,inconnu,,,43.671389,4.636944,Q450348,https://fr.wikipedia.org/wiki/Alyscamps,http://commons.wikimedia.org/wiki/Special:FilePath/Les%20Alyscamps%20Arles.JPG
,,Jardin des Vestiges,megalithes,wikidata,Bouches-du-Rhône,2,monte,89.3,31.1,12.0,23.2,8.0,5.0,10.0,0.0,6,monument-historique-classe,4,,oui,,"Tu-Su 09:00-18:00; easter +1 day 09:00-18:00; easter +50 days 09:00-18:00; Jan 01,May 01,Dec 25 off",43.297710,5.374800,Q2172329,https://fr.wikipedia.org/wiki/Jardin_des_Vestiges,http://commons.wikimedia.org/wiki/Special:FilePath/Marseille%20-%20Le%20jardin%20des%20vestiges.JPG
,,Alignement de Rinaghju,megalithes,wikidata,Corse-du-Sud,2,,89.1,35.2,12.0,18.9,8.0,5.0,10.0,0.0,8,monument-historique-classe,3,,oui,,,41.526667,8.921389,Q917914,https://fr.wikipedia.org/wiki/Alignement_de_Rinaghju,http://commons.wikimedia.org/wiki/Special:FilePath/Rinaghju.jpg
,,Lattara,megalithes,wikidata,Hérault,2,monte,88.7,35.2,6.0,24.5,8.0,5.0,10.0,0.0,8,monument-historique-inscrit,3,,oui,,,43.566378,3.907972,Q1806812,https://fr.wikipedia.org/wiki/Lattara,http://commons.wikimedia.org/wiki/Special:FilePath/Lattes%20-%20Mus%C3%A9e%20Henri-Prades%20-%20Vue%20du%20site%20arch%C3%A9ologique%20de%20Lattara.JPG
,,Le Moustier,megalithes,wikidata,Dordogne,2,,88.7,44.4,12.0,19.3,8.0,5.0,0.0,0.0,15,monument-historique-classe,3,,inconnu,,,44.993890,1.060000,Q602572,https://fr.wikipedia.org/wiki/Le_Moustier,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Moustier%20sup.jpg
,,Grand menhir brisé d'Er Grah,megalithes,wikidata,Morbihan,2,,88.6,42.2,12.0,21.4,8.0,5.0,0.0,0.0,13,monument-historique-classe,5,,inconnu,,,47.571306,-2.950222,Q508651,https://fr.wikipedia.org/wiki/Grand_menhir_bris%C3%A9_d%27Er_Grah,http://commons.wikimedia.org/wiki/Special:FilePath/Broken%20menhir%20edit.jpg
,,Le Fâ,megalithes,wikidata,Charente-Maritime,2,monte,88.4,25.8,12.0,27.6,8.0,5.0,10.0,0.0,4,monument-historique-classe,3,,oui,oui,,45.534300,-0.878172,Q3962375,https://fr.wikipedia.org/wiki/Site_gallo-romain_de_Barzan,http://commons.wikimedia.org/wiki/Special:FilePath/Barzan%20fa21.JPG
,,La Quina,megalithes,wikidata,Charente,2,,88.2,38.4,12.0,24.8,8.0,5.0,0.0,0.0,10,monument-historique-classe,3,,inconnu,,,45.507200,0.292778,Q1165428,https://fr.wikipedia.org/wiki/La_Quina,http://commons.wikimedia.org/wiki/Special:FilePath/La%20quina.JPG
,,Saline royale d'Arc-et-Senans,monuments,osm,Doubs,2,descend,112.0,56.9,12.0,30.1,8.0,5.0,0.0,0.0,34,monument-historique-classe,3,,inconnu,,,47.032778,5.777778,Q649055,https://fr.wikipedia.org/wiki/Saline_royale_d%27Arc-et-Senans,http://commons.wikimedia.org/wiki/Special:FilePath/Koenigliche%20Saline%20in%20Arc-et-Senans%20Bild1%20800px.jpg
,,Amphithéâtre de Saintes,monuments,wikidata,Charente-Maritime,2,,111.2,35.2,12.0,23.1,8.0,5.0,10.0,17.9,8,monument-historique-classe,3,,oui,,,45.745810,-0.643990,Q2844420,https://fr.wikipedia.org/wiki/Amphith%C3%A9%C3%A2tre_de_Saintes,http://commons.wikimedia.org/wiki/Special:FilePath/Saintes%20amphitheatre.jpg
,,Obélisque de Louxor,monuments,wikidata,Paris,2,,109.0,55.5,12.0,28.5,8.0,5.0,0.0,0.0,31,monument-historique-classe,5,,inconnu,,,48.865475,2.321133,Q1503331,https://fr.wikipedia.org/wiki/Ob%C3%A9lisque_de_Louxor,http://commons.wikimedia.org/wiki/Special:FilePath/Ob%C3%A9lisque%20Louqsor%20Concorde%20a.jpg
,,Arènes de Lutèce,monuments,wikidata,Paris,2,,107.4,53.9,12.0,28.5,8.0,5.0,0.0,0.0,28,monument-historique-classe,5,,inconnu,,,48.845000,2.353060,Q641548,https://fr.wikipedia.org/wiki/Ar%C3%A8nes_de_Lut%C3%A8ce,http://commons.wikimedia.org/wiki/Special:FilePath/Anfiteatro%20de%20Par%C3%ADs%2001.jpg
,,Arènes d'Arles,monuments,wikidata,Bouches-du-Rhône,2,,107.2,48.7,12.0,23.5,8.0,5.0,10.0,0.0,20,monument-historique-classe,4,,oui,,"May-Sep 09:00-19:00; Mar-Apr,Oct 09:00-18:00; Nov-Feb 10:30-16:30; Jan 01,May 01,Nov 01,Dec 25 off",43.677746,4.630924,Q181189,https://fr.wikipedia.org/wiki/Ar%C3%A8nes_d%27Arles,http://commons.wikimedia.org/wiki/Special:FilePath/Arles%20-%202017-05-24%20-%20Roman%20Amphitheatre%20-%203804.jpg
,,Tour Montparnasse,monuments,osm,Paris,2,,107.2,62.3,0.0,31.9,8.0,5.0,0.0,0.0,48,,5,,inconnu,,,48.842110,2.321980,Q323767,https://fr.wikipedia.org/wiki/Tour_Montparnasse,http://commons.wikimedia.org/wiki/Special:FilePath/Remote%20view%20of%20the%20Tour%20Montparnasse%20%26%20Eiffel%20Tower%20in%202005.jpg
,,Tour du Sel,monuments,wikidata,Haute-Corse,2,,107.0,33.3,12.0,38.7,8.0,5.0,10.0,0.0,7,monument-historique-classe,3,,oui,oui,Mo-Sa 09:30-17:30,42.566900,8.760000,Q3567122,https://fr.wikipedia.org/wiki/Calvi_(cit%C3%A9),http://commons.wikimedia.org/wiki/Special:FilePath/Fort%20in%20Calvi.jpg
,,Palais Longchamp,monuments,wikidata,Bouches-du-Rhône,2,,106.4,39.8,15.0,28.6,8.0,5.0,10.0,0.0,11,monument-historique-classe|monument-historique-inscrit,4,,oui,,,43.304300,5.394500,Q1619084,https://fr.wikipedia.org/wiki/Palais_Longchamp,http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20Longchamp%202.jpg
,,Porte Saint-Denis,monuments,wikidata,Paris,2,,100.6,53.3,12.0,22.3,8.0,5.0,0.0,0.0,27,monument-historique-classe,4,,inconnu,,,48.869722,2.352500,Q684594,https://fr.wikipedia.org/wiki/Porte_Saint-Denis,http://commons.wikimedia.org/wiki/Special:FilePath/Porte%20Saint%20Denis%20-%20Paris%20X%20%28FR75%29%20-%202023-06-14%20-%202.jpg
,,La Samaritaine,monuments,osm,Paris,2,,100.3,55.5,0.0,31.8,8.0,5.0,0.0,0.0,31,,4,,inconnu,,,48.858890,2.342080,Q1583780,https://fr.wikipedia.org/wiki/La_Samaritaine,http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Magasin%20Samaritaine%20-%20Paris%20I%20%28FR75%29%20-%202025-09-03%20-%201.jpg
,,Liste des observatoires astronomiques,monuments,osm,Tarn,2,,98.4,45.3,0.0,40.1,8.0,5.0,0.0,0.0,16,,3,,inconnu,,,44.082972,1.948444,Q2344875,https://fr.wikipedia.org/wiki/Liste_d%27observatoires_astronomiques,
,,Théâtre antique d'Arles,monuments,wikidata,Bouches-du-Rhône,2,,98.1,42.2,12.0,20.9,8.0,5.0,10.0,0.0,13,monument-historique-classe,4,,oui,,,43.676389,4.629722,Q972128,https://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_antique_d%27Arles,http://commons.wikimedia.org/wiki/Special:FilePath/Arles%20Amphitheatre%20gallo%20romain%20pano.jpg
,,Théâtre antique de Lyon,monuments,wikidata,Rhône,2,,96.6,41.0,12.0,30.6,8.0,5.0,0.0,0.0,12,monument-historique-classe,3,,inconnu,,,45.759722,4.819722,Q1510,https://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_antique_de_Lyon,http://commons.wikimedia.org/wiki/Special:FilePath/Lyon%20-%20Lugdunum%20-%20Th%C3%A9atre%20Romain.jpg
,,Palais du parlement de Bretagne,monuments,osm,Ille-et-Vilaine,2,,93.7,36.8,12.0,31.9,8.0,5.0,0.0,0.0,9,monument-historique-classe,3,,inconnu,,,48.112800,-1.677780,Q2351981,https://fr.wikipedia.org/wiki/Palais_du_Parlement_de_Bretagne,http://commons.wikimedia.org/wiki/Special:FilePath/Rennes%20-%20Parlement%20de%20Bretagne.jpg
,,Tour Perret,monuments,wikidata,Isère,2,,91.8,28.7,12.0,28.1,8.0,5.0,10.0,0.0,5,monument-historique-classe,2,,oui,oui,"Jul,Aug: Tu-Su 10:00-19:00; Sep-May: We,Th 09:30-17:00; Sep-May: Fr-Su 10:00-17:00; Jun: Tu-Th,Sa,Su 10:00-19:00; Jun: Fr 10:00-22:00",45.184722,5.735278,Q2446035,https://fr.wikipedia.org/wiki/Tour_Perret_(Grenoble),http://commons.wikimedia.org/wiki/Special:FilePath/GRENOBLE15.JPG
,,Gros-Horloge,monuments,wikidata,Seine-Maritime,2,,90.9,42.2,12.0,23.7,8.0,5.0,0.0,0.0,13,monument-historique-classe,3,,inconnu,,,49.441559,1.091184,Q3116957,https://fr.wikipedia.org/wiki/Gros-Horloge,http://commons.wikimedia.org/wiki/Special:FilePath/Gros-Horloge%2C%20Rouen%2C%20West%20View%20140215%202.jpg
,,Palais des ducs de Lorraine,monuments,wikidata,Meurthe-et-Moselle,2,,90.6,31.1,15.0,21.5,8.0,5.0,10.0,0.0,6,monument-historique-classe|monument-historique-inscrit,3,,oui,oui,,48.696944,6.180278,Q2081177,https://fr.wikipedia.org/wiki/Palais_des_ducs_de_Lorraine,http://commons.wikimedia.org/wiki/Special:FilePath/Nancy%20-%20palais%20ducal%2C%20fa%C3%A7ade%20%282%29.jpg
,,Tour de l'Horloge,monuments,wikidata,Yonne,2,,90.6,28.7,12.0,26.9,8.0,5.0,10.0,0.0,5,monument-historique-classe,3,,oui,oui,,47.795934,3.569873,Q1779659,https://fr.wikipedia.org/wiki/Tour_de_l%27Horloge_d%27Auxerre,http://commons.wikimedia.org/wiki/Special:FilePath/2012--DSC%200302-Tour-de-l%27Horloge-%C3%A0-Auxerre.jpg
,,Amphithéâtre des Trois Gaules,monuments,wikidata,Rhône,2,,90.3,42.2,12.0,23.1,8.0,5.0,0.0,0.0,13,monument-historique-classe,2,,inconnu,,,45.770556,4.830556,Q3124,https://fr.wikipedia.org/wiki/Amphith%C3%A9%C3%A2tre_des_Trois_Gaules,http://commons.wikimedia.org/wiki/Special:FilePath/03.%20Amphith%C3%A9atre%20des%20Trois%20Gaules.JPG
